,text,concept,weight
0,health,health,0.002628120893561104
1,education,education,0.002628120893561104
2,shock,daze,0.002628120893561104
3,create,create,0.002628120893561104
4,limit,limit,0.002628120893561104
5,export,export,0.002628120893561104
6,measure,measure,0.002628120893561104
7,order,order,0.002628120893561104
8,seed,seed,0.002628120893561104
9,bank,bank,0.002628120893561104
10,international,International,0.002628120893561104
11,level,degree,0.002628120893561104
12,promote,promote,0.002628120893561104
13,genetic,genetic,0.002628120893561104
14,maintain,maintain,0.002628120893561104
15,extreme,extreme,0.002628120893561104
16,family,family,0.002628120893561104
17,knowledge,cognition,0.002628120893561104
18,service,service,0.002628120893561104
19,employment,employment,0.002628120893561104
20,form,form,0.002628120893561104
21,internationally,internationally,0.002628120893561104
22,agree,agree,0.002628120893561104
23,waste,waste,0.002628120893561104
24,safe,safe,0.002628120893561104
25,round,round,0.002628120893561104
26,poverty,poverty,0.002628120893561104
27,barrier,barrier,0.002628120893561104
28,future,future,0.002628120893561104
29,well,well,0.002628120893561104
30,contribute,contribute,0.002628120893561104
31,enhance,enhance,0.002628120893561104
32,community,community,0.002628120893561104
33,resilient,resilient,0.002628120893561104
34,diversity,diverseness,0.002628120893561104
35,subsaharan,subsaharan,0.002628120893561104
36,prevalence,prevalence,0.002628120893561104
37,subsaharan africa,subsaharan africa,0.002628120893561104
38,majority,majority,0.002628120893561104
39,live,live,0.002628120893561104
40,estimated,estimated,0.002628120893561104
41,profound,profound,0.002628120893561104
42,nourish,nourish,0.002628120893561104
43,expect,expect,0.002628120893561104
44,2 billion,2 billion,0.002628120893561104
45,2050,2050,0.002628120893561104
46,cause,cause,0.002628120893561104
47,age,age,0.002628120893561104
48,meet,meet,0.002628120893561104
49,opportunity,opportunity,0.002628120893561104
50,climate,climate,0.002628120893561104
51,associate,associate,0.002628120893561104
52,drought,drought,0.002628120893561104
53,soil,dirt,0.002628120893561104
54,biodiversity,biodiversity,0.002628120893561104
55,right,right,0.002628120893561104
56,consume,consume,0.002628120893561104
57,demand,demand,0.002628120893561104
58,choice,choice,0.002628120893561104
59,way,manner,0.002628120893561104
60,goal,goal,0.003942181340341655
61,plant,plant,0.003942181340341655
62,productive,productive,0.003942181340341655
63,particular,particular,0.003942181340341655
64,reduce,reduce,0.003942181340341655
65,farm,farm,0.003942181340341655
66,worldwide,worldwide,0.003942181340341655
67,livelihood,support,0.003942181340341655
68,number,number,0.003942181340341655
69,remain,remain,0.003942181340341655
70,2017,2017,0.003942181340341655
71,investment,investing,0.003942181340341655
72,capacity,capacity,0.003942181340341655
73,productivity,productiveness,0.003942181340341655
74,help,aid,0.003942181340341655
75,additional,additional,0.003942181340341655
76,man,man,0.003942181340341655
77,food,food,0.03416557161629435
78,hunger,hunger,0.022339027595269383
79,people,people,0.01971090670170828
80,zero,nothing,0.01576872536136662
81,increase,addition,0.011826544021024968
82,world,universe,0.011826544021024968
83,include,include,0.010512483574244415
84,development,development,0.010512483574244415
85,sustainable,sustainable,0.010512483574244415
86,agricultural,agricultural,0.010512483574244415
87,cent,cent,0.010512483574244415
88,global,global,0.009198423127463863
89,access,entree,0.009198423127463863
90,change,change,0.00788436268068331
91,rural,rural,0.00788436268068331
92,agriculture,agribusiness,0.00788436268068331
93,poor,poor_people,0.00788436268068331
94,today,today,0.00788436268068331
95,develop,develop,0.00788436268068331
96,market,market,0.00788436268068331
97,end,end,0.006570302233902759
98,woman,woman,0.006570302233902759
99,child,child,0.006570302233902759
100,security,security,0.006570302233902759
101,hungry,hungry,0.006570302233902759
102,need,need,0.006570302233902759
103,system,system,0.006570302233902759
104,production,production,0.006570302233902759
105,undernourished,undernourished,0.006570302233902759
106,2030,2030,0.006570302233902759
107,achieve,achieve,0.006570302233902759
108,improve,improve,0.006570302233902759
109,nutritious,nutritious,0.005256241787122208
110,resource,resource,0.005256241787122208
111,malnutrition,malnutrition,0.005256241787122208
112,population,population,0.005256241787122208
113,nutrition,nutrition,0.005256241787122208
114,farmer,farmer,0.005256241787122208
115,ensure,ensure,0.005256241787122208
116,join,articulation,0.003942181340341655
117,local,local,0.003942181340341655
118,social,sociable,0.003942181340341655
119,support,support,0.003942181340341655
120,income,income,0.003942181340341655
121,provide,provide,0.003942181340341655
122,disaster,catastrophe,0.003942181340341655
123,land,land,0.003942181340341655
